pixel_x,pixel_y,robot_x,robot_y,score,label
410.6626892089844,15.079904794692993,0.22,0.03,0.45410194993019104,letter
406.27811431884766,17.10288941860199,0.23,0.07,0.4410152733325958,letter
425.55858612060547,359.7813892364502,0.25,0.1,0.42470189929008484,letter
406.28746032714844,17.45269775390625,0.26,0.05,0.4375413656234741,letter
402.92484283447266,18.655266165733337,0.28,0.08,0.451134592294693,letter
